date,state,place,latitude,longitude,depth_km,magnitude,risk_label
2024-04-19,Andaman and Nicobar Islands,Northeast India,7.3015,70.3539,71.69,6.5,1
2007-11-04,Tamil Nadu,Himalayan Belt,25.3784,94.5106,47.68,6.0,1
2010-02-19,Karnataka,Andaman Sea,13.8764,79.6555,44.86,7.3,1
2002-01-23,Sikkim,Northeast India,24.7366,80.8123,44.27,5.4,0
2000-07-14,Rajasthan,Andaman Sea,30.2058,79.0321,13.78,5.0,0
2007-02-08,Himachal Pradesh,Koyna Region,13.0103,86.4985,10.03,3.3,0
2008-08-25,Rajasthan,Bangalore Region,9.0504,80.6094,19.55,4.8,0
2023-01-26,Meghalaya,Koyna Region,32.266,95.484,116.89,5.1,0
2005-10-05,Kerala,Koyna Region,35.5703,70.7201,11.34,7.6,1
2006-06-14,Telangana,Northeast India,8.8722,69.2926,63.5,3.1,0
2014-12-20,Telangana,Bhuj Region,6.11,69.009,46.0,6.9,1
2015-01-19,Uttarakhand,Northeast India,15.7151,75.1805,77.58,7.1,1
2023-10-12,Rajasthan,Bhuj Region,10.6407,79.3326,50.46,3.6,0
2022-05-01,Andhra Pradesh,Northeast India,6.8704,73.7102,59.79,6.8,1
2015-11-27,Karnataka,Delhi NCR,15.6392,94.43,39.78,4.2,0
2006-12-29,Rajasthan,Bangalore Region,32.2305,85.9358,43.4,6.9,1
2011-05-07,Maharashtra,Bhuj Region,19.39,80.7367,49.26,8.1,1
2008-11-08,Assam,Himalayan Belt,18.7542,72.7047,7.35,4.9,0
2017-04-28,Maharashtra,Nicobar Islands,11.0568,76.1659,57.79,5.0,0
2019-07-30,Rajasthan,Himalayan Belt,9.4598,94.3659,49.15,6.1,1
2023-08-24,Rajasthan,Bhuj Region,34.7996,94.5785,6.18,5.4,0
2000-12-04,Kerala,Himalayan Belt,11.1537,95.0642,85.01,4.1,0
2004-01-09,Himachal Pradesh,Bhuj Region,35.793,97.0562,59.75,5.7,1
2018-11-24,Assam,Koyna Region,20.7067,74.0791,7.55,8.4,1
2017-06-28,Kerala,Koyna Region,23.7688,70.7257,5.37,4.8,0
2005-11-25,Maharashtra,Himalayan Belt,16.0743,82.6317,39.58,5.7,1
2015-08-09,Maharashtra,Andaman Sea,14.7863,72.863,7.89,6.7,1
2011-01-10,Sikkim,Nicobar Islands,35.4003,82.6648,88.69,6.9,1
2018-08-29,Himachal Pradesh,Andaman Sea,33.0433,77.1271,86.47,6.1,1
2008-03-20,Andhra Pradesh,Himalayan Belt,35.3844,77.7144,118.88,4.8,0
2013-11-18,Gujarat,Delhi NCR,29.3958,90.7635,42.08,4.7,0
2004-08-06,Manipur,Andaman Sea,17.3571,70.4592,58.8,3.4,0
2017-05-25,Nagaland,Nicobar Islands,24.9482,82.8585,101.47,7.2,1
2004-12-20,Assam,Bangalore Region,19.3225,94.2276,88.05,5.1,0
2012-02-23,Gujarat,Bhuj Region,9.809,82.083,80.62,6.1,1
2014-03-04,Sikkim,Himalayan Belt,25.3179,72.5759,9.45,8.4,1
2022-07-14,Meghalaya,Andaman Sea,18.3768,81.9509,40.85,4.2,0
2009-06-25,Andhra Pradesh,Koyna Region,10.1202,84.9607,98.4,4.6,0
2005-11-02,Telangana,Delhi NCR,12.4231,86.245,37.06,7.5,1
2024-05-13,Karnataka,Delhi NCR,9.0858,69.3136,100.28,6.5,1
2002-11-27,Tamil Nadu,Himalayan Belt,34.5029,87.0276,65.66,4.3,0
2004-08-02,Nagaland,Delhi NCR,23.6834,76.9579,55.79,3.3,0
2024-04-18,Tamil Nadu,Nicobar Islands,30.9924,81.3995,35.77,7.6,1
2016-04-17,Maharashtra,Himalayan Belt,13.4428,77.9689,117.55,7.6,1
2024-07-21,Tamil Nadu,Delhi NCR,10.7131,79.8676,53.4,4.5,0
2017-08-05,Sikkim,Koyna Region,10.8926,82.6419,37.7,6.5,1
2009-12-28,Kerala,Northeast India,28.8583,80.4869,68.73,3.1,0
2004-07-19,Meghalaya,Himalayan Belt,29.5198,70.013,51.25,4.8,0
2020-12-15,Nagaland,Bhuj Region,28.6289,82.5996,37.83,7.8,1
2011-08-11,Karnataka,Himalayan Belt,11.4461,87.7344,77.06,6.8,1
2019-01-06,Karnataka,Delhi NCR,22.4692,68.0664,60.41,3.2,0
2012-09-06,Sikkim,Nicobar Islands,19.9812,82.1885,109.67,3.5,0
2009-12-20,Manipur,Andaman Sea,31.6816,89.5656,18.84,8.2,1
2018-10-12,Gujarat,Northeast India,32.0593,89.6859,17.21,8.3,1
2000-06-08,Assam,Bhuj Region,16.3414,89.7019,59.0,7.1,1
2014-12-11,Telangana,Bangalore Region,13.3431,90.4939,37.16,4.3,0
2011-10-17,Telangana,Bangalore Region,9.9325,75.1099,22.08,6.5,1
2014-09-20,Nagaland,Northeast India,24.6255,91.0568,41.13,8.2,1
2007-12-06,Kerala,Himalayan Belt,18.4873,72.941,97.82,3.6,0
2004-07-11,Tamil Nadu,Bangalore Region,29.9321,91.8325,59.28,5.3,0
2001-12-01,Rajasthan,Bhuj Region,9.3488,79.6648,58.5,4.5,0
2019-08-15,Tamil Nadu,Himalayan Belt,6.6311,90.6464,9.52,5.6,1
2015-02-21,Tamil Nadu,Northeast India,20.4145,80.2708,114.64,7.1,1
2011-05-12,Telangana,Himalayan Belt,22.9241,83.0222,102.14,4.8,0
2012-01-15,Andaman and Nicobar Islands,Nicobar Islands,12.1129,83.3101,66.84,8.0,1
2007-02-23,Andaman and Nicobar Islands,Himalayan Belt,18.2636,89.7053,50.37,8.1,1
2019-10-20,Uttarakhand,Delhi NCR,33.0104,93.7677,20.85,3.9,0
2011-11-07,Telangana,Northeast India,29.1299,72.1932,26.11,6.0,1
2022-12-26,Andaman and Nicobar Islands,Himalayan Belt,12.9163,95.5856,22.19,7.6,1
2015-07-29,Uttarakhand,Himalayan Belt,20.3339,77.4275,118.8,8.2,1
2010-03-13,Kerala,Bangalore Region,28.8873,69.9987,100.66,7.5,1
2010-06-27,Assam,Bhuj Region,34.3287,95.5175,49.93,6.9,1
2024-04-09,Rajasthan,Delhi NCR,20.3144,79.5024,111.02,5.2,0
2023-11-25,Manipur,Bangalore Region,10.1098,93.7285,30.82,3.9,0
2002-08-14,Nagaland,Delhi NCR,26.7391,87.7224,69.34,3.7,0
2014-12-13,Kerala,Northeast India,23.1735,77.0243,55.82,7.0,1
2011-04-01,Kerala,Nicobar Islands,30.9851,85.7677,39.39,4.6,0
2000-07-15,Gujarat,Bhuj Region,35.4324,97.7175,7.95,7.0,1
2011-07-23,Uttarakhand,Koyna Region,18.642,79.0423,111.2,7.0,1
2020-06-22,Karnataka,Bhuj Region,30.3288,94.8329,10.82,5.8,1
2014-11-14,Karnataka,Northeast India,11.9381,79.05,6.58,7.0,1
2013-01-29,Himachal Pradesh,Delhi NCR,10.5803,83.0642,100.38,3.9,0
2006-09-09,Nagaland,Delhi NCR,14.9628,87.8434,93.96,7.4,1
2021-02-08,Karnataka,Northeast India,21.2595,96.1792,91.88,5.1,0
2009-01-21,Rajasthan,Nicobar Islands,20.7386,81.1892,112.66,8.2,1
2010-08-09,Maharashtra,Bhuj Region,13.4029,84.475,90.66,7.4,1
2024-05-25,Nagaland,Bhuj Region,12.0207,88.5335,98.11,5.9,1
2014-04-12,Andaman and Nicobar Islands,Bhuj Region,24.2297,75.484,72.91,4.3,0
2015-03-15,Sikkim,Koyna Region,34.5945,75.7493,107.64,6.5,1
2010-03-23,Himachal Pradesh,Himalayan Belt,20.921,88.2886,58.46,3.1,0
2017-10-10,Nagaland,Bhuj Region,22.2987,96.0099,99.0,5.6,1
2001-08-24,Andhra Pradesh,Bangalore Region,24.1071,83.4968,47.92,4.5,0
2019-04-06,Tamil Nadu,Nicobar Islands,12.8819,73.7309,22.18,6.0,1
2013-08-24,Gujarat,Delhi NCR,27.6427,77.6635,66.51,3.6,0
2021-09-10,Tamil Nadu,Himalayan Belt,8.6804,80.8082,36.18,5.7,1
2021-02-09,Telangana,Delhi NCR,33.6354,87.0589,16.57,4.9,0
2017-08-10,Andhra Pradesh,Northeast India,24.4443,95.6127,21.16,4.9,0
2012-12-26,Telangana,Koyna Region,20.0043,90.2508,88.68,8.2,1
2016-03-12,Meghalaya,Koyna Region,32.7148,76.2407,20.74,4.4,0
2009-01-06,Andaman and Nicobar Islands,Andaman Sea,23.2695,74.6592,73.31,5.0,0
2010-03-24,Karnataka,Delhi NCR,33.6406,91.6829,116.79,4.9,0
2021-07-07,Tamil Nadu,Bhuj Region,11.1313,79.2617,92.89,3.3,0
2008-08-23,Karnataka,Andaman Sea,19.5042,87.0355,118.6,6.4,1
2002-12-02,Telangana,Himalayan Belt,14.5765,73.0956,99.55,7.1,1
2021-11-29,Maharashtra,Bangalore Region,32.7656,92.3655,84.34,5.3,0
2013-05-28,Andhra Pradesh,Koyna Region,8.6105,69.0778,37.34,4.0,0
2015-12-30,Sikkim,Delhi NCR,17.6044,87.2359,67.37,7.3,1
2008-02-15,Andaman and Nicobar Islands,Nicobar Islands,34.5076,78.3352,22.95,7.5,1
2007-05-25,Telangana,Himalayan Belt,24.1821,91.9635,87.29,4.9,0
2001-03-03,Manipur,Bhuj Region,6.5885,94.9614,109.18,4.2,0
2018-08-29,Andhra Pradesh,Bangalore Region,30.4422,88.7714,40.6,7.9,1
2018-02-08,Rajasthan,Bhuj Region,32.7052,79.6318,52.78,7.3,1
2010-06-19,Rajasthan,Koyna Region,25.2363,97.1621,80.48,3.5,0
2006-12-05,Assam,Bhuj Region,8.8545,76.7331,57.05,5.1,0
2019-02-02,Gujarat,Bhuj Region,28.7981,88.8727,56.58,4.7,0
2024-08-04,Maharashtra,Andaman Sea,29.2757,88.9364,47.7,8.2,1
2023-01-29,Nagaland,Bhuj Region,35.6375,79.0873,15.15,6.0,1
2010-11-26,Rajasthan,Delhi NCR,22.329,93.3533,36.89,6.7,1
2017-12-02,Meghalaya,Northeast India,6.7981,77.0059,105.88,7.6,1
2012-08-30,Sikkim,Himalayan Belt,10.1376,83.6058,39.35,8.5,1
2010-11-09,Assam,Himalayan Belt,33.892,87.6375,78.06,7.2,1
2002-05-01,Andaman and Nicobar Islands,Delhi NCR,10.6919,86.8593,39.61,6.5,1
2001-11-14,Meghalaya,Bangalore Region,28.3801,75.6066,102.13,6.3,1
2018-09-30,Maharashtra,Nicobar Islands,31.0395,93.3665,70.45,7.6,1
2002-05-06,Karnataka,Northeast India,32.3617,70.6846,45.24,7.2,1
2021-08-02,Andaman and Nicobar Islands,Nicobar Islands,27.3124,90.8952,44.66,5.2,0
2010-04-20,Andaman and Nicobar Islands,Delhi NCR,28.3853,84.7414,78.78,4.8,0
2023-10-06,Manipur,Northeast India,8.3895,71.4002,34.85,8.1,1
2017-12-22,Maharashtra,Himalayan Belt,21.3853,73.128,83.38,3.1,0
2012-12-25,Karnataka,Nicobar Islands,22.5328,87.7435,26.46,4.8,0
2009-10-27,Maharashtra,Himalayan Belt,20.002,86.9645,40.51,6.1,1
2011-06-23,Telangana,Bangalore Region,19.0149,68.6583,18.58,3.5,0
2016-01-22,Uttarakhand,Nicobar Islands,7.6913,75.5935,56.04,8.4,1
2019-09-22,Assam,Himalayan Belt,21.3188,85.9912,29.59,3.7,0
2008-05-11,Andaman and Nicobar Islands,Bhuj Region,31.4286,86.3545,31.73,6.1,1
2023-05-06,Kerala,Nicobar Islands,13.4319,84.6139,70.44,5.0,0
2010-12-03,Maharashtra,Koyna Region,14.563,90.2956,36.75,3.4,0
2010-05-11,Andaman and Nicobar Islands,Nicobar Islands,21.4081,87.268,112.15,7.4,1
2018-04-03,Kerala,Delhi NCR,29.325,79.9405,102.17,8.3,1
2014-10-24,Rajasthan,Himalayan Belt,25.598,78.3355,96.17,8.4,1
2019-02-07,Meghalaya,Northeast India,17.1569,85.6673,113.04,4.4,0
2017-11-09,Meghalaya,Northeast India,31.1473,87.7169,18.41,6.1,1
2024-01-04,Tamil Nadu,Delhi NCR,13.8323,77.485,113.8,7.6,1
2003-07-04,Sikkim,Himalayan Belt,11.7549,95.7957,34.15,7.6,1
2007-05-19,Gujarat,Bangalore Region,26.1996,75.9237,116.16,6.0,1
2007-02-05,Telangana,Bhuj Region,23.6383,96.4425,39.03,5.1,0
2005-10-31,Maharashtra,Nicobar Islands,14.538,76.9247,25.47,4.7,0
2008-03-07,Andhra Pradesh,Northeast India,27.7251,71.3118,59.35,3.3,0
2019-11-24,Kerala,Nicobar Islands,20.0752,86.7934,40.62,4.4,0
2019-06-16,Maharashtra,Koyna Region,20.4443,82.5588,59.82,6.2,1
2007-09-06,Maharashtra,Andaman Sea,11.6302,86.5225,86.04,7.9,1
2005-03-21,Andaman and Nicobar Islands,Bhuj Region,30.9841,72.7699,57.64,7.6,1
2000-11-06,Assam,Bangalore Region,33.193,75.4065,105.83,5.0,0
2007-12-26,Gujarat,Nicobar Islands,29.2911,74.2806,18.18,6.3,1
2008-04-28,Manipur,Koyna Region,13.7839,91.172,27.64,7.3,1
2004-09-08,Tamil Nadu,Bhuj Region,35.598,93.3173,55.21,6.3,1
2018-04-09,Himachal Pradesh,Bangalore Region,35.3622,70.7949,13.44,4.9,0
2000-04-12,Kerala,Bhuj Region,27.3329,91.3372,99.86,4.1,0
2018-05-06,Maharashtra,Koyna Region,20.4102,71.5953,51.9,8.2,1
2011-10-11,Uttarakhand,Koyna Region,21.4343,73.7489,117.42,5.7,1
2020-11-29,Maharashtra,Himalayan Belt,21.0434,71.6736,83.4,6.3,1
2015-02-26,Sikkim,Koyna Region,28.7065,88.3026,107.39,8.1,1
2004-11-22,Tamil Nadu,Nicobar Islands,21.518,95.3732,54.93,5.5,1
2012-01-24,Gujarat,Delhi NCR,9.8098,91.7565,34.12,8.0,1
2000-12-24,Gujarat,Delhi NCR,14.2793,95.2663,85.46,7.2,1
2012-07-27,Kerala,Bhuj Region,7.0898,75.6209,14.55,4.8,0
2001-06-05,Himachal Pradesh,Koyna Region,13.0788,97.3541,119.16,4.0,0
2021-03-01,Rajasthan,Bhuj Region,22.6226,87.7782,46.03,3.7,0
2024-06-16,Karnataka,Delhi NCR,20.3167,88.2016,108.04,8.1,1
2009-08-15,Manipur,Nicobar Islands,17.376,68.9307,72.59,7.5,1
2022-02-09,Himachal Pradesh,Andaman Sea,7.67,79.0826,22.57,8.2,1
2011-09-08,Andaman and Nicobar Islands,Andaman Sea,28.5958,93.803,116.35,5.7,1
2010-05-25,Tamil Nadu,Koyna Region,20.3695,68.635,56.9,7.5,1
2001-03-11,Rajasthan,Andaman Sea,33.9944,78.6729,91.41,6.0,1
2006-03-09,Karnataka,Koyna Region,26.7595,97.7449,30.98,7.8,1
2007-02-26,Karnataka,Bhuj Region,10.379,73.4332,65.9,7.3,1
2004-08-03,Andhra Pradesh,Nicobar Islands,28.6888,91.1105,39.0,6.1,1
2011-05-28,Uttarakhand,Himalayan Belt,6.3594,82.5677,29.5,6.8,1
2015-04-08,Nagaland,Delhi NCR,15.3768,73.2673,103.86,7.5,1
2007-01-02,Himachal Pradesh,Nicobar Islands,23.6775,78.1607,40.39,8.0,1
2011-08-18,Sikkim,Koyna Region,9.0956,82.8714,111.29,7.1,1
2015-12-10,Rajasthan,Northeast India,14.806,76.9413,23.29,5.0,0
2006-06-12,Andhra Pradesh,Bangalore Region,33.8662,77.25,77.27,4.1,0
2023-04-10,Telangana,Andaman Sea,33.9406,75.3409,41.88,3.9,0
2016-06-22,Tamil Nadu,Northeast India,33.1816,94.8284,45.43,3.5,0
2005-08-15,Manipur,Bhuj Region,17.6308,96.3721,85.57,5.1,0
2006-10-20,Sikkim,Bhuj Region,34.4779,90.8389,74.2,4.9,0
2003-08-31,Meghalaya,Northeast India,27.1491,94.8751,28.67,6.7,1
2012-08-07,Himachal Pradesh,Bangalore Region,22.6622,81.0805,64.19,7.1,1
2011-02-22,Uttarakhand,Bhuj Region,27.9567,91.5501,65.7,5.5,1
2013-10-03,Uttarakhand,Nicobar Islands,34.8488,86.4851,22.37,6.7,1
2020-06-21,Karnataka,Himalayan Belt,29.7123,95.0638,49.25,4.7,0
2016-03-21,Uttarakhand,Nicobar Islands,18.4489,68.7985,50.98,7.1,1
2009-05-08,Assam,Koyna Region,23.6002,91.7553,105.52,4.9,0
2015-03-18,Andaman and Nicobar Islands,Koyna Region,25.0715,80.2696,71.2,5.6,1
2006-03-14,Gujarat,Andaman Sea,26.3866,94.7119,115.29,6.4,1
2017-03-03,Andhra Pradesh,Bhuj Region,30.441,95.1157,112.83,4.8,0
2012-02-13,Assam,Bangalore Region,27.0828,80.4053,66.31,7.6,1
2009-08-14,Maharashtra,Bhuj Region,17.5628,70.88,85.08,5.9,1
2015-06-03,Telangana,Himalayan Belt,20.1218,94.8654,57.77,3.4,0
2007-10-01,Karnataka,Koyna Region,8.6491,93.6911,108.13,4.0,0
2000-11-21,Kerala,Andaman Sea,33.8729,69.5779,108.83,7.2,1
2005-03-08,Karnataka,Delhi NCR,10.2272,72.211,69.85,8.0,1
2012-06-22,Andhra Pradesh,Bhuj Region,9.6562,97.0251,74.87,3.5,0
2007-10-02,Sikkim,Bangalore Region,19.7231,77.4326,91.94,3.3,0
2020-11-13,Karnataka,Andaman Sea,17.834,72.4966,40.21,3.3,0
2003-07-06,Uttarakhand,Himalayan Belt,7.9926,96.8111,65.17,3.4,0
2010-12-11,Assam,Nicobar Islands,16.3236,97.9241,59.35,7.7,1
2004-12-18,Gujarat,Andaman Sea,19.4157,73.4555,56.79,7.6,1
2009-04-05,Himachal Pradesh,Bhuj Region,15.0515,72.2358,93.4,4.9,0
2001-10-28,Meghalaya,Himalayan Belt,9.4094,97.2547,114.55,6.3,1
2019-06-17,Karnataka,Delhi NCR,19.5849,79.5163,77.01,6.3,1
2009-08-31,Manipur,Andaman Sea,34.8321,83.2424,82.43,7.6,1
2018-05-16,Meghalaya,Bangalore Region,22.6274,78.2591,85.99,6.8,1
2012-07-27,Manipur,Andaman Sea,27.6427,79.9481,112.87,3.5,0
2007-10-07,Nagaland,Bangalore Region,22.3402,73.0195,59.52,4.0,0
2022-09-07,Maharashtra,Bangalore Region,7.2494,77.5783,70.99,4.3,0
2000-09-20,Manipur,Nicobar Islands,12.6139,87.6155,106.54,3.4,0
2011-08-03,Nagaland,Nicobar Islands,27.7023,71.9638,107.12,7.4,1
2003-07-03,Andaman and Nicobar Islands,Bhuj Region,15.3002,76.6599,70.13,6.9,1
2009-05-29,Rajasthan,Northeast India,19.0771,77.8475,9.72,7.0,1
2023-11-05,Manipur,Bhuj Region,31.386,89.1045,42.95,5.1,0
2003-12-15,Nagaland,Bangalore Region,16.073,91.6558,21.04,7.7,1
2014-11-06,Gujarat,Andaman Sea,9.779,70.3886,90.69,6.1,1
2010-11-26,Andaman and Nicobar Islands,Himalayan Belt,28.4256,87.0949,28.74,6.0,1
2003-11-23,Himachal Pradesh,Himalayan Belt,35.0757,72.2629,70.31,7.3,1
2014-10-01,Sikkim,Delhi NCR,16.8276,96.4066,43.74,6.3,1
2003-06-19,Karnataka,Andaman Sea,22.4677,88.3514,48.5,7.4,1
2024-08-17,Himachal Pradesh,Bhuj Region,18.8158,87.9544,77.98,4.8,0
2010-10-18,Assam,Northeast India,34.1656,74.7088,97.42,3.2,0
2003-05-16,Andhra Pradesh,Himalayan Belt,15.9474,96.0344,27.03,3.0,0
2005-04-29,Telangana,Himalayan Belt,16.6804,83.6103,118.69,5.4,0
2001-01-26,Andhra Pradesh,Himalayan Belt,29.0962,95.8684,100.28,7.9,1
2001-07-07,Nagaland,Himalayan Belt,19.5978,69.4634,107.45,3.6,0
2004-10-05,Gujarat,Nicobar Islands,24.1432,70.0108,117.76,5.8,1
2023-12-29,Uttarakhand,Andaman Sea,27.47,89.6616,43.55,8.4,1
2021-07-16,Kerala,Andaman Sea,35.9972,77.1231,76.96,7.4,1
2019-06-08,Nagaland,Koyna Region,31.5189,90.4035,81.04,7.0,1
2021-05-12,Tamil Nadu,Himalayan Belt,16.7778,77.4625,5.8,5.7,1
2009-06-20,Manipur,Nicobar Islands,8.3065,89.5026,45.56,3.9,0
2003-10-14,Maharashtra,Andaman Sea,35.3864,96.6485,68.94,3.5,0
2008-08-21,Sikkim,Himalayan Belt,10.233,87.4939,95.38,7.4,1
2013-12-03,Meghalaya,Northeast India,25.6623,95.6836,73.84,7.4,1
2010-09-14,Karnataka,Delhi NCR,31.6271,79.4656,50.2,4.2,0
2013-06-05,Tamil Nadu,Nicobar Islands,18.5837,97.9309,7.57,6.9,1
2017-09-08,Telangana,Andaman Sea,31.6697,90.4937,68.63,3.7,0
2009-09-20,Karnataka,Nicobar Islands,26.9631,97.966,88.54,4.5,0
2018-01-23,Maharashtra,Bangalore Region,33.2958,95.2256,113.97,4.3,0
2011-11-25,Nagaland,Himalayan Belt,29.0649,77.2435,56.48,6.7,1
2005-06-26,Karnataka,Delhi NCR,14.3108,69.6026,24.71,7.7,1
2008-11-16,Tamil Nadu,Himalayan Belt,9.4779,87.8697,63.49,4.3,0
2007-01-17,Nagaland,Delhi NCR,20.0921,74.246,9.19,3.4,0
2004-04-07,Karnataka,Delhi NCR,13.268,85.5198,59.12,8.0,1
2007-12-31,Karnataka,Delhi NCR,26.7335,97.8309,43.25,4.4,0
2014-12-15,Assam,Himalayan Belt,7.899,92.3168,106.81,6.5,1
2006-10-15,Uttarakhand,Northeast India,15.5446,87.2566,118.22,5.7,1
2005-04-23,Andhra Pradesh,Nicobar Islands,25.7406,68.0886,60.14,4.8,0
2006-08-01,Andhra Pradesh,Nicobar Islands,15.4072,95.9621,12.4,8.5,1
2011-10-13,Gujarat,Andaman Sea,9.6895,74.8993,56.86,5.4,0
2018-09-21,Assam,Bangalore Region,25.8339,70.355,29.22,5.4,0
2017-03-28,Manipur,Northeast India,25.1673,92.451,104.22,7.0,1
2002-12-25,Karnataka,Bangalore Region,6.6211,80.2187,84.55,4.0,0
2003-11-04,Andaman and Nicobar Islands,Bangalore Region,32.0072,74.5776,63.73,4.4,0
2013-10-30,Andhra Pradesh,Northeast India,33.0841,91.5134,9.43,4.2,0
2010-03-19,Meghalaya,Northeast India,8.0462,71.9303,83.82,7.5,1
2016-10-24,Kerala,Himalayan Belt,23.0779,72.5575,37.34,6.5,1
2001-10-23,Kerala,Bangalore Region,13.6164,93.4689,45.93,7.7,1
2013-05-30,Tamil Nadu,Nicobar Islands,8.3195,97.5127,67.45,3.3,0
2000-04-17,Gujarat,Andaman Sea,26.7284,73.3355,119.66,8.2,1
2017-06-05,Uttarakhand,Northeast India,30.6745,85.922,10.97,6.5,1
2021-06-26,Tamil Nadu,Delhi NCR,20.712,73.0316,101.51,3.3,0
2020-05-06,Maharashtra,Delhi NCR,26.2544,93.9182,8.09,4.7,0
2016-05-06,Andaman and Nicobar Islands,Koyna Region,35.0031,89.8242,70.09,8.5,1
2021-10-23,Rajasthan,Andaman Sea,24.9146,70.7495,13.06,3.1,0
2012-05-13,Assam,Bangalore Region,10.7998,69.284,114.9,8.3,1
2022-12-30,Tamil Nadu,Delhi NCR,11.3011,76.1798,96.19,5.2,0
2002-05-10,Assam,Koyna Region,31.9692,90.4875,103.59,4.1,0
2011-06-18,Uttarakhand,Nicobar Islands,21.4422,95.3862,41.53,4.9,0
2020-02-03,Meghalaya,Koyna Region,29.0481,72.1466,81.23,4.6,0
2021-11-27,Gujarat,Himalayan Belt,10.0376,78.9648,63.48,4.1,0
2005-06-12,Assam,Andaman Sea,16.2051,82.9097,95.11,8.4,1
2014-03-26,Andhra Pradesh,Bangalore Region,35.5459,86.6767,88.44,6.0,1
2000-11-14,Sikkim,Andaman Sea,15.7849,83.8228,95.48,7.7,1
2015-06-24,Rajasthan,Nicobar Islands,22.8262,95.8483,84.75,7.2,1
2012-03-23,Himachal Pradesh,Koyna Region,18.2312,92.638,5.08,6.3,1
2024-01-13,Meghalaya,Bhuj Region,27.7475,86.0918,14.99,6.9,1
2015-09-13,Andaman and Nicobar Islands,Bhuj Region,10.5459,88.5878,93.73,3.9,0
2004-12-21,Sikkim,Bangalore Region,25.2892,77.735,82.29,7.1,1
2017-04-24,Karnataka,Delhi NCR,9.5703,83.2332,93.99,4.9,0
2019-03-20,Assam,Northeast India,33.1565,70.8379,46.68,8.5,1
2022-05-23,Andaman and Nicobar Islands,Delhi NCR,22.751,70.2672,64.45,3.9,0
2018-09-18,Tamil Nadu,Koyna Region,25.1668,80.4756,67.43,4.2,0
2011-07-03,Maharashtra,Andaman Sea,10.369,90.3804,30.35,3.9,0
2014-10-27,Kerala,Nicobar Islands,28.4365,83.3056,23.58,5.8,1
2020-10-25,Uttarakhand,Delhi NCR,6.4624,79.0264,74.83,3.7,0
2012-10-12,Maharashtra,Northeast India,24.4454,91.6877,5.3,7.4,1
2013-09-16,Himachal Pradesh,Andaman Sea,22.5361,90.5227,77.83,7.0,1
2009-08-05,Assam,Northeast India,15.301,69.79,87.73,7.8,1
2002-01-03,Assam,Andaman Sea,11.5676,82.6284,16.3,6.0,1
2019-04-14,Andaman and Nicobar Islands,Koyna Region,20.2272,92.2767,36.56,5.9,1
2006-12-27,Karnataka,Northeast India,7.1835,87.1408,42.81,6.4,1
2007-05-13,Meghalaya,Northeast India,12.4458,74.5799,7.6,4.2,0
2024-06-12,Telangana,Northeast India,27.5457,88.5977,51.49,7.2,1
2014-05-12,Gujarat,Bangalore Region,7.14,74.3573,75.2,7.7,1
2004-06-29,Meghalaya,Andaman Sea,25.3304,83.5998,105.57,8.4,1
2009-02-23,Manipur,Delhi NCR,15.3563,79.3702,11.7,4.0,0
2009-04-10,Karnataka,Bhuj Region,25.4259,90.882,108.73,3.4,0
2001-08-20,Uttarakhand,Nicobar Islands,24.6167,78.1012,34.46,4.6,0
2004-03-16,Rajasthan,Bhuj Region,34.944,89.5031,93.67,5.3,0
2004-03-28,Andhra Pradesh,Himalayan Belt,13.2121,70.5874,52.39,4.1,0
2004-12-11,Himachal Pradesh,Himalayan Belt,23.2327,75.2823,39.78,6.5,1
2008-07-22,Telangana,Bhuj Region,13.9547,93.3332,108.13,4.0,0
2017-05-11,Kerala,Nicobar Islands,21.2521,95.2449,53.99,5.3,0
2018-09-22,Andhra Pradesh,Northeast India,19.342,95.71,106.06,7.8,1
2016-02-13,Nagaland,Delhi NCR,17.9076,70.0026,77.27,4.1,0
2005-10-12,Telangana,Bangalore Region,22.8966,69.8449,37.19,4.1,0
2024-05-12,Karnataka,Northeast India,21.5482,78.4767,84.98,8.0,1
2009-10-25,Manipur,Koyna Region,11.4413,81.5121,49.56,4.2,0
2022-01-26,Himachal Pradesh,Bangalore Region,8.0037,87.6484,90.65,3.9,0
2008-02-13,Uttarakhand,Bangalore Region,24.3312,88.3713,45.04,4.1,0
2022-02-19,Rajasthan,Bhuj Region,27.6693,75.904,93.7,3.9,0
2016-02-01,Andaman and Nicobar Islands,Himalayan Belt,24.5895,83.0247,88.36,6.6,1
2007-10-12,Rajasthan,Andaman Sea,32.2368,75.8638,107.73,5.8,1
2002-03-20,Uttarakhand,Koyna Region,20.877,69.9106,75.12,6.7,1
2000-02-18,Rajasthan,Delhi NCR,18.3689,87.0305,11.24,4.0,0
2013-03-02,Kerala,Koyna Region,22.016,94.2023,68.63,3.4,0
2012-05-02,Himachal Pradesh,Himalayan Belt,18.7811,90.8033,71.91,7.3,1
2019-02-06,Himachal Pradesh,Northeast India,28.366,93.406,93.94,7.5,1
2007-12-02,Gujarat,Himalayan Belt,29.3103,82.291,101.16,5.1,0
2023-11-12,Andhra Pradesh,Himalayan Belt,24.6198,88.2902,98.14,7.6,1
2022-05-13,Nagaland,Koyna Region,34.1486,74.8423,12.84,7.8,1
2019-01-04,Manipur,Koyna Region,33.8005,97.2996,36.07,8.3,1
2022-03-18,Himachal Pradesh,Delhi NCR,14.9162,86.3843,31.01,3.6,0
